Booking_ID,Hotel_Type,Hotel_Location,Booking_Date,Arrival_Date,Lead_Time_Days,Weekend_Nights,Weekday_Nights,Adults,Children,Babies,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings,Room_Type_Reserved,Room_Type_Assigned,Booking_Changes,Deposit_Type,Agent_ID,Company_ID,Days_In_Waiting_List,Customer_Type,Meal_Type,Total_Nights,ADR,Required_Car_Parking_Spaces,Total_Special_Requests,Satisfaction_Score,Reservation_Status,Is_Canceled,Reservation_Status_Date,Estimated_Revenue,Arrival_Year,Arrival_Month,Arrival_Month_Name,Total_Guests,Revenue_per_Night,Booking_Year,Lead_Time_Days_Outlier,Total_Nights_Outlier,ADR_Outlier,Estimated_Revenue_Outlier,Days_In_Waiting_List_Outlier,Satisfaction_Score_Outlier
HTL003578,Resort Hotel,Phuket,2025-06-19,2025-09-09,82,0,7,2,0.0,0,DNK,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,132.0,Unknown,0,Contract,Undefined,7,112.32,0,1,3.97,Check-Out,0,2025-09-10,786.23,2025,9,September,2.0,112.31857142857143,2025,False,False,False,False,False,False
HTL018388,City Hotel,Amsterdam,2025-06-11,2026-02-09,243,2,0,2,0.0,0,IND,Direct,Direct,0,0,0,D,D,0,Non Refund,115.0,Unknown,1,Group,BB,2,97.48,1,1,3.9,Canceled,1,2026-02-11,194.97,2026,2,February,2.0,97.485,2025,False,False,False,False,False,False
HTL004326,Resort Hotel,Phuket,2025-11-07,2026-09-22,319,2,1,2,0.0,0,SWE,Corporate,Corporate,0,0,0,F,F,0,Non Refund,178.0,1003.0,0,Transient,FB,3,172.18,0,0,2.83,Canceled,1,2026-09-25,516.53,2026,9,September,2.0,172.17666666666665,2025,False,False,False,False,False,False
HTL012633,City Hotel,Barcelona,2024-04-24,2024-07-17,84,0,4,1,1.0,0,USA,Groups,Direct,0,0,0,B,B,0,No Deposit,37.0,1090.0,0,Contract,SC,4,71.07,0,0,3.65,Canceled,1,2024-07-20,284.29,2024,7,July,2.0,71.0725,2024,False,False,False,False,False,False
HTL020630,Resort Hotel,Goa,2024-01-09,2024-02-02,24,1,5,2,1.0,0,IND,Online TA,TA/TO,1,0,3,E,E,3,Non Refund,78.0,Unknown,7,Transient,Undefined,6,138.87,0,0,4.05,Canceled,1,2024-02-03,833.23,2024,2,February,3.0,138.87166666666667,2024,False,False,False,False,True,False
HTL012033,City Hotel,London,2024-01-21,2024-05-25,125,1,4,2,0.0,0,CAN,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,60.0,Unknown,3,Group,FB,5,101.3,0,1,3.68,Check-Out,0,2024-05-27,506.5,2024,5,May,2.0,101.3,2024,False,False,False,False,True,False
HTL018118,City Hotel,Amsterdam,2024-04-26,2025-03-09,317,3,0,2,0.0,0,ARE,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,62.0,Unknown,0,Transient,BB,3,75.79,0,0,4.08,Canceled,1,2025-03-11,227.37,2025,3,March,2.0,75.79,2024,False,False,False,False,False,False
HTL001860,Resort Hotel,Algarve,2024-12-13,2025-06-14,183,1,5,3,0.0,0,PRT,Corporate,Corporate,0,0,0,C,C,0,Non Refund,93.0,1059.0,0,Transient-Party,BB,6,164.77,0,1,3.64,Canceled,1,2025-06-16,988.6,2025,6,June,3.0,164.76666666666668,2024,False,False,False,False,False,False
HTL014401,City Hotel,Barcelona,2024-07-03,2025-03-08,248,1,0,2,1.0,0,AUS,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,118.0,Unknown,0,Group,HB,1,118.93,0,1,3.5,Canceled,1,2025-03-09,118.93,2025,3,March,3.0,118.93,2024,False,False,False,False,False,False
HTL018324,City Hotel,London,2024-07-26,2024-10-08,74,1,2,1,1.0,0,USA,Online TA,TA/TO,1,0,6,C,B,0,Non Refund,67.0,Unknown,0,Group,FB,3,127.82,0,0,3.83,Canceled,1,2024-10-10,383.47,2024,10,October,2.0,127.82333333333334,2024,False,False,False,False,False,False
HTL002539,City Hotel,Dubai,2025-08-31,2025-11-04,65,1,1,2,2.0,0,NLD,Corporate,Corporate,1,0,4,H,H,0,No Deposit,38.0,1080.0,0,Transient,BB,2,128.77,0,0,3.94,Check-Out,0,2025-11-05,257.55,2025,11,November,4.0,128.775,2025,False,False,False,False,False,False
HTL007427,City Hotel,London,2024-04-06,2024-05-11,35,1,3,2,0.0,0,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,141.0,1067.0,1,Group,Undefined,4,99.27,0,1,3.98,Check-Out,0,2024-05-12,397.09,2024,5,May,2.0,99.2725,2024,False,False,False,False,False,False
HTL009223,City Hotel,London,2024-08-26,2025-01-15,142,0,2,2,2.0,0,DNK,Online TA,TA/TO,1,0,3,B,H,0,Non Refund,96.0,Unknown,0,Transient-Party,BB,2,109.28,1,1,3.81,Canceled,1,2025-01-16,218.56,2025,1,January,4.0,109.28,2024,False,False,False,False,False,False
HTL022690,Resort Hotel,Phuket,2024-08-13,2025-08-01,353,1,1,4,1.0,0,GBR,Online TA,TA/TO,0,0,0,C,C,1,Non Refund,97.0,Unknown,0,Transient-Party,HB,2,180.62,0,2,4.01,Canceled,1,2025-08-02,361.23,2025,8,August,5.0,180.615,2024,False,False,False,False,False,False
HTL008407,Resort Hotel,Goa,2025-06-26,2025-12-28,185,3,1,2,0.0,0,NLD,Direct,Direct,0,0,0,B,B,0,No Deposit,133.0,Unknown,0,Transient-Party,Undefined,4,142.36,0,1,3.19,Check-Out,0,2025-12-31,569.45,2025,12,December,2.0,142.3625,2025,False,False,False,False,False,False
HTL017867,City Hotel,Dubai,2025-12-28,2026-03-08,70,2,1,3,0.0,0,BRA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,127.0,Unknown,0,Transient,HB,3,151.81,1,2,4.49,Check-Out,0,2026-03-11,455.44,2026,3,March,3.0,151.81333333333333,2025,False,False,False,False,False,False
HTL006775,City Hotel,Dubai,2024-04-08,2024-11-09,215,1,4,2,0.0,0,GBR,Corporate,Corporate,0,0,0,H,G,1,Non Refund,163.0,1086.0,0,Contract,SC,5,154.31,1,1,4.01,Canceled,1,2024-11-11,771.55,2024,11,November,2.0,154.31,2024,False,False,False,False,False,False
HTL010388,Resort Hotel,Maldives,2025-06-17,2025-08-20,64,2,0,2,0.0,0,BEL,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,39.0,Unknown,0,Group,Undefined,2,243.48,1,3,3.81,Check-Out,0,2025-08-21,486.96,2025,8,August,2.0,243.48,2025,False,False,False,False,False,False
HTL024269,City Hotel,Amsterdam,2025-04-24,2025-11-29,219,2,3,2,1.0,0,JPN,Offline TA/TO,TA/TO,0,0,0,F,F,0,Non Refund,172.0,Unknown,0,Contract,FB,5,112.16,0,0,3.55,Canceled,1,2025-12-01,560.82,2025,11,November,3.0,112.16400000000002,2025,False,False,False,False,False,False
HTL017931,Resort Hotel,Algarve,2025-02-28,2026-01-08,314,3,1,2,1.0,0,CHE,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,48.0,Unknown,0,Group,BB,4,178.63,0,0,3.66,Canceled,1,2026-01-09,714.52,2026,1,January,3.0,178.63,2025,False,False,False,False,False,False
HTL019267,City Hotel,Amsterdam,2025-03-29,2026-03-15,351,1,3,2,0.0,0,NLD,Online TA,TA/TO,0,0,0,H,H,0,Non Refund,161.0,Unknown,0,Transient,Undefined,4,98.51,1,1,3.68,Canceled,1,2026-03-17,394.03,2026,3,March,2.0,98.5075,2025,False,False,False,False,False,False
HTL006873,City Hotel,Dubai,2025-01-05,2025-12-23,352,1,1,2,0.0,0,DEU,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,153.0,Unknown,0,Transient,Undefined,2,128.17,0,0,3.92,Canceled,1,2025-12-24,256.34,2025,12,December,2.0,128.17,2025,False,False,False,False,False,False
HTL002063,City Hotel,Dubai,2025-01-07,2025-04-15,98,1,0,4,0.0,0,CAN,Offline TA/TO,TA/TO,0,0,0,G,G,0,Non Refund,7.0,Unknown,0,Transient-Party,Undefined,1,145.45,0,0,3.66,Canceled,1,2025-04-15,145.45,2025,4,April,4.0,145.45,2025,False,False,False,False,False,False
HTL008053,City Hotel,Amsterdam,2024-12-14,2025-07-11,209,0,5,3,0.0,0,DEU,Corporate,Corporate,0,0,0,A,A,0,No Deposit,39.0,1055.0,0,Transient-Party,BB,5,105.09,1,0,3.98,Check-Out,0,2025-07-16,525.43,2025,7,July,3.0,105.08599999999998,2024,False,False,False,False,False,False
HTL024113,City Hotel,London,2025-04-01,2025-11-15,228,3,0,3,0.0,1,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,112.0,Unknown,2,Transient-Party,FB,3,67.9,0,1,3.04,No-Show,1,2025-11-16,203.69,2025,11,November,4.0,67.89666666666666,2025,False,False,False,False,False,False
HTL003226,City Hotel,Dubai,2025-01-06,2025-10-20,287,3,0,2,0.0,0,Unknown,Online TA,TA/TO,1,0,5,D,D,0,Refundable,148.0,Unknown,0,Transient-Party,BB,3,97.67,0,2,4.12,No-Show,1,2025-10-20,293.01,2025,10,October,2.0,97.67,2025,False,False,False,False,False,False
HTL011912,City Hotel,Dubai,2025-05-18,2026-02-06,264,0,1,2,1.0,0,NOR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,65.0,Unknown,1,Contract,FB,1,145.42,2,0,2.82,Canceled,1,2026-02-07,145.42,2026,2,February,3.0,145.42,2025,False,False,False,False,False,False
HTL013350,Resort Hotel,Bali,2025-12-09,2026-11-09,335,0,7,2,0.0,0,DEU,Online TA,TA/TO,0,0,0,H,H,3,Non Refund,73.0,Unknown,0,Transient-Party,FB,7,213.08,0,0,3.64,No-Show,1,2026-11-10,1491.54,2026,11,November,2.0,213.07714285714286,2025,False,False,False,False,False,False
HTL019025,Resort Hotel,Maldives,2024-12-05,2025-04-15,131,1,2,2,0.0,0,SWE,Online TA,TA/TO,1,0,10,A,A,0,No Deposit,54.0,Unknown,0,Transient-Party,Undefined,3,127.58,1,0,3.57,Canceled,1,2025-04-15,382.74,2025,4,April,2.0,127.58,2024,False,False,False,False,False,False
HTL006607,Resort Hotel,Bali,2025-06-20,2026-04-06,290,0,7,2,0.0,0,ESP,Online TA,TA/TO,0,0,0,E,F,1,Non Refund,86.0,Unknown,0,Transient,Undefined,7,173.56,0,1,3.86,Canceled,1,2026-04-06,1214.92,2026,4,April,2.0,173.56,2025,False,False,False,False,False,False
HTL012803,Resort Hotel,Maldives,2024-01-24,2024-12-05,316,2,3,2,0.0,0,IND,Direct,Direct,1,0,4,A,A,0,Non Refund,133.0,Unknown,0,Transient-Party,HB,5,139.65,0,1,4.07,Canceled,1,2024-12-05,698.25,2024,12,December,2.0,139.65,2024,False,False,False,False,False,False
HTL004881,Resort Hotel,Phuket,2025-12-29,2026-05-20,142,3,2,2,0.0,0,USA,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,155.0,Unknown,0,Transient-Party,SC,5,118.64,0,0,3.58,Canceled,1,2026-05-25,593.21,2026,5,May,2.0,118.64200000000001,2025,False,False,False,False,False,False
HTL017892,City Hotel,Lisbon,2025-07-15,2025-11-21,129,1,0,2,0.0,0,AUS,Offline TA/TO,TA/TO,0,0,0,E,E,0,Non Refund,87.0,Unknown,0,Transient-Party,SC,1,125.91,1,1,4.41,Canceled,1,2025-11-22,125.91,2025,11,November,2.0,125.91,2025,False,False,False,False,False,False
HTL018270,City Hotel,Barcelona,2025-01-06,2025-10-02,269,0,1,2,1.0,0,BEL,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,22.0,Unknown,0,Group,FB,1,126.6,0,1,4.22,Check-Out,0,2025-10-02,126.6,2025,10,October,3.0,126.6,2025,False,False,False,False,False,False
HTL021106,City Hotel,London,2025-05-07,2026-01-07,245,0,3,2,1.0,0,CHE,Groups,Corporate,0,0,0,B,B,0,Non Refund,77.0,Unknown,0,Transient,BB,3,69.16,1,1,4.01,Canceled,1,2026-01-07,207.49,2026,1,January,3.0,69.16333333333334,2025,False,False,False,False,False,False
HTL022351,Resort Hotel,Algarve,2024-06-24,2024-12-17,176,1,5,3,1.0,0,ITA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,158.0,Unknown,0,Transient-Party,HB,6,279.45,1,3,3.7,No-Show,1,2024-12-18,1676.7,2024,12,December,4.0,279.45,2024,False,False,True,True,False,False
HTL022205,City Hotel,Barcelona,2024-07-23,2024-08-24,32,2,5,1,0.0,0,DNK,Direct,Direct,0,0,0,H,H,0,No Deposit,5.0,Unknown,1,Transient-Party,BB,7,217.94,0,0,3.58,Check-Out,0,2024-08-30,1525.58,2024,8,August,1.0,217.94,2024,False,False,False,True,False,False
HTL018803,Resort Hotel,Algarve,2025-09-01,2025-11-20,80,1,4,2,0.0,0,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,99.0,Unknown,0,Transient-Party,FB,5,147.36,1,0,3.47,Check-Out,0,2025-11-25,736.81,2025,11,November,2.0,147.362,2025,False,False,False,False,False,False
HTL007065,City Hotel,Lisbon,2024-11-08,2025-07-16,250,3,4,2,1.0,0,GBR,Corporate,Corporate,1,0,5,D,D,1,No Deposit,70.0,1085.0,0,Contract,SC,7,142.41,0,2,4.21,Canceled,1,2025-07-17,996.85,2025,7,July,3.0,142.40714285714287,2024,False,False,False,False,False,False
HTL003126,City Hotel,London,2024-09-23,2025-04-20,209,1,0,1,0.0,0,BRA,Offline TA/TO,TA/TO,0,0,0,C,C,0,Non Refund,71.0,Unknown,10,Group,SC,1,93.27,0,0,3.32,Canceled,1,2025-04-21,93.27,2025,4,April,1.0,93.27,2024,False,False,False,False,True,False
HTL019169,Resort Hotel,Phuket,2024-10-31,2025-07-02,244,1,5,3,0.0,0,DNK,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,63.0,Unknown,0,Contract,FB,6,157.45,1,1,3.23,Canceled,1,2025-07-03,944.69,2025,7,July,3.0,157.44833333333335,2024,False,False,False,False,False,False
HTL011611,City Hotel,London,2024-11-22,2025-06-07,197,1,0,2,0.0,0,BRA,Online TA,TA/TO,1,0,4,H,E,0,No Deposit,177.0,Unknown,0,Transient,FB,1,219.37,0,1,3.36,Canceled,1,2025-06-08,219.37,2025,6,June,2.0,219.37,2024,False,False,False,False,False,False
HTL022410,City Hotel,Amsterdam,2024-09-17,2024-12-26,100,2,2,2,0.0,0,IRL,Corporate,Corporate,0,0,0,B,B,1,No Deposit,3.0,1105.0,0,Contract,Undefined,4,82.74,0,1,3.86,Canceled,1,2024-12-27,330.98,2024,12,December,2.0,82.745,2024,False,False,False,False,False,False
HTL020172,Resort Hotel,Maldives,2025-11-17,2026-04-19,153,1,4,2,0.0,0,ESP,Corporate,Corporate,0,0,0,H,B,3,No Deposit,11.0,1053.0,0,Group,FB,5,229.33,1,2,4.45,Canceled,1,2026-04-23,1146.67,2026,4,April,2.0,229.334,2025,False,False,False,False,False,False
HTL013868,City Hotel,Dubai,2024-06-01,2024-12-09,191,0,1,2,0.0,0,JPN,Offline TA/TO,TA/TO,0,0,0,C,C,0,Non Refund,68.0,Unknown,0,Group,Unknown,1,113.98,0,4,4.11,Canceled,1,2024-12-10,113.98,2024,12,December,2.0,113.98,2024,False,False,False,False,False,False
HTL008361,Resort Hotel,Phuket,2024-09-27,2025-03-31,185,2,0,2,1.0,0,PRT,Offline TA/TO,TA/TO,1,1,4,C,G,0,Non Refund,99.0,Unknown,0,Transient,Undefined,2,96.97,0,1,4.13,No-Show,1,2025-04-02,193.93,2025,3,March,3.0,96.965,2024,False,False,False,False,False,False
HTL016741,City Hotel,London,2025-05-11,2026-02-06,271,3,4,4,0.0,0,ESP,Online TA,TA/TO,0,0,0,H,H,0,Non Refund,24.0,Unknown,0,Transient-Party,Undefined,7,155.21,0,0,4.05,Canceled,1,2026-02-13,1086.49,2026,2,February,4.0,155.21285714285713,2025,False,False,False,False,False,False
HTL000936,City Hotel,Barcelona,2025-11-28,2026-03-18,110,1,0,2,0.0,0,CHN,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,78.0,Unknown,1,Contract,Undefined,1,94.6,0,2,4.35,Check-Out,0,2026-03-19,94.6,2026,3,March,2.0,94.6,2025,False,False,False,False,False,False
HTL024962,Resort Hotel,Goa,2025-04-03,2025-08-08,127,0,5,2,0.0,0,NOR,Online TA,TA/TO,1,0,9,F,C,1,No Deposit,3.0,Unknown,0,Group,BB,5,215.29,0,1,3.56,Canceled,1,2025-08-12,1076.43,2025,8,August,2.0,215.286,2025,False,False,False,False,False,False
HTL007580,City Hotel,Lisbon,2025-10-24,2026-01-19,87,3,0,2,0.0,0,FRA,Offline TA/TO,TA/TO,1,0,8,B,B,2,Non Refund,102.0,Unknown,30,Group,Undefined,3,92.41,2,0,3.27,Canceled,1,2026-01-21,277.23,2026,1,January,2.0,92.41000000000001,2025,False,False,False,False,True,False
HTL007261,City Hotel,Dubai,2024-03-05,2024-11-04,244,0,1,2,0.0,0,PRT,Online TA,TA/TO,0,0,0,E,E,0,Non Refund,164.0,Unknown,0,Transient-Party,Undefined,1,120.08,0,2,3.61,Canceled,1,2024-11-04,120.08,2024,11,November,2.0,120.08,2024,False,False,False,False,False,False
HTL003859,Resort Hotel,Algarve,2024-09-27,2024-12-22,86,2,3,2,1.0,0,CAN,Groups,Corporate,1,0,6,C,C,1,Non Refund,11.0,1110.0,2,Group,SC,5,151.9,0,1,3.9,Check-Out,0,2024-12-24,759.5,2024,12,December,3.0,151.9,2024,False,False,False,False,False,False
HTL015134,City Hotel,Dubai,2025-06-22,2025-08-01,40,2,5,4,0.0,0,IRL,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,46.0,Unknown,0,Contract,SC,7,78.85,0,0,3.64,Canceled,1,2025-08-03,551.98,2025,8,August,4.0,78.85428571428572,2025,False,False,False,False,False,False
HTL006525,Resort Hotel,Phuket,2024-10-02,2025-05-10,220,3,2,2,1.0,0,AUS,Online TA,TA/TO,1,0,5,G,G,1,No Deposit,156.0,Unknown,0,Contract,SC,5,236.18,0,1,4.24,Canceled,1,2025-05-11,1180.89,2025,5,May,3.0,236.17800000000003,2024,False,False,False,False,False,False
HTL013729,Resort Hotel,Goa,2024-05-09,2024-09-07,121,3,1,2,0.0,0,FRA,Groups,Corporate,0,0,0,F,F,1,Non Refund,85.0,1072.0,0,Contract,BB,4,179.03,0,1,4.04,Canceled,1,2024-09-09,716.13,2024,9,September,2.0,179.0325,2024,False,False,False,False,False,False
HTL023861,City Hotel,Lisbon,2025-07-21,2026-01-23,186,2,2,2,0.0,0,PRT,Corporate,Corporate,0,0,0,G,G,0,No Deposit,23.0,1017.0,0,Contract,FB,4,119.27,0,1,3.85,Canceled,1,2026-01-26,477.08,2026,1,January,2.0,119.27,2025,False,False,False,False,False,False
HTL023496,Resort Hotel,Phuket,2025-08-19,2026-03-13,206,2,3,2,0.0,0,CAN,Corporate,Corporate,1,0,7,E,E,0,Non Refund,176.0,Unknown,0,Transient-Party,HB,5,156.02,0,0,3.65,Canceled,1,2026-03-15,780.11,2026,3,March,2.0,156.022,2025,False,False,False,False,False,False
HTL017848,City Hotel,Lisbon,2025-03-02,2025-10-12,224,2,1,2,1.0,0,ESP,Direct,Direct,0,0,0,F,F,0,Non Refund,101.0,Unknown,0,Transient,HB,3,158.24,0,1,3.57,No-Show,1,2025-10-13,474.73,2025,10,October,3.0,158.24333333333334,2025,False,False,False,False,False,False
HTL022468,City Hotel,Dubai,2024-02-20,2024-06-03,104,0,1,2,1.0,0,IRL,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,26.0,Unknown,7,Transient-Party,Undefined,1,111.42,0,1,3.26,No-Show,1,2024-06-03,111.42,2024,6,June,3.0,111.42,2024,False,False,False,False,True,False
HTL021694,Resort Hotel,Maldives,2024-08-31,2024-11-03,64,0,5,2,1.0,0,NOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,169.0,Unknown,0,Group,HB,5,168.74,0,0,3.39,Check-Out,0,2024-11-05,843.68,2024,11,November,3.0,168.736,2024,False,False,False,False,False,False
HTL017937,City Hotel,London,2025-11-27,2026-02-08,73,3,0,2,1.0,0,JPN,Online TA,TA/TO,0,0,0,C,C,3,No Deposit,107.0,Unknown,0,Group,HB,3,100.4,0,0,3.42,Check-Out,0,2026-02-08,301.19,2026,2,February,3.0,100.39666666666666,2025,False,False,False,False,False,False
HTL022905,City Hotel,Barcelona,2025-10-12,2026-03-01,140,1,6,2,0.0,0,CAN,Direct,Direct,0,0,0,A,A,1,No Deposit,3.0,Unknown,0,Contract,BB,7,78.51,0,2,4.22,Check-Out,0,2026-03-07,549.55,2026,3,March,2.0,78.50714285714285,2025,False,False,False,False,False,False
HTL000628,Resort Hotel,Algarve,2024-10-31,2025-03-15,135,2,8,2,0.0,0,CHE,Groups,Direct,1,0,1,C,G,0,No Deposit,63.0,1107.0,3,Transient,BB,10,104.7,0,0,4.13,Check-Out,0,2025-03-17,1046.96,2025,3,March,2.0,104.696,2024,False,True,False,False,True,False
HTL015871,City Hotel,Lisbon,2024-08-25,2025-06-06,285,2,1,2,0.0,0,CHN,Online TA,TA/TO,0,0,0,B,B,0,Non Refund,176.0,Unknown,10,Contract,BB,3,60.99,1,0,3.02,No-Show,1,2025-06-06,182.98,2025,6,June,2.0,60.99333333333333,2024,False,False,False,False,True,False
HTL014565,City Hotel,Barcelona,2025-10-09,2026-01-24,107,3,0,2,0.0,0,JPN,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,65.0,Unknown,0,Transient,FB,3,144.77,0,1,4.33,Check-Out,0,2026-01-27,434.32,2026,1,January,2.0,144.77333333333334,2025,False,False,False,False,False,False
HTL003568,Resort Hotel,Phuket,2024-05-29,2025-05-09,345,1,2,3,0.0,0,FRA,Direct,Direct,0,0,0,E,E,0,Non Refund,51.0,Unknown,0,Contract,HB,3,219.62,0,0,2.77,Canceled,1,2025-05-11,658.86,2025,5,May,3.0,219.62,2024,False,False,False,False,False,True
HTL022548,Resort Hotel,Algarve,2024-06-20,2024-06-26,6,0,5,1,2.0,0,IND,Direct,Direct,1,0,6,A,A,1,Non Refund,178.0,Unknown,2,Transient,Undefined,5,127.34,1,4,3.86,Canceled,1,2024-06-29,636.71,2024,6,June,3.0,127.34200000000001,2024,False,False,False,False,False,False
HTL009422,City Hotel,Barcelona,2025-12-25,2026-04-05,101,2,1,4,0.0,0,ARE,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,6.0,Unknown,0,Contract,Undefined,3,146.36,0,2,3.79,Canceled,1,2026-04-05,439.09,2026,4,April,4.0,146.36333333333332,2025,False,False,False,False,False,False
HTL002828,City Hotel,London,2024-02-26,2024-10-27,244,1,2,2,1.0,0,ITA,Offline TA/TO,TA/TO,0,0,0,C,C,0,Non Refund,144.0,Unknown,5,Transient-Party,FB,3,76.36,2,1,3.9,Canceled,1,2024-10-28,229.08,2024,10,October,3.0,76.36,2024,False,False,False,False,True,False
HTL016461,City Hotel,Barcelona,2024-01-09,2024-11-09,305,3,2,4,0.0,0,ITA,Direct,Direct,0,0,0,E,E,0,No Deposit,42.0,Unknown,0,Transient,BB,5,105.17,0,1,3.72,Canceled,1,2024-11-09,525.87,2024,11,November,4.0,105.174,2024,False,False,False,False,False,False
HTL005939,City Hotel,Amsterdam,2024-05-13,2024-09-30,140,1,1,1,0.0,0,PRT,Online TA,TA/TO,1,0,9,E,E,1,Non Refund,172.0,Unknown,0,Group,Undefined,2,124.16,0,3,4.76,Canceled,1,2024-10-02,248.31,2024,9,September,1.0,124.155,2024,False,False,False,False,False,False
HTL004349,City Hotel,Dubai,2025-09-11,2025-12-01,81,2,4,2,0.0,0,JPN,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,113.0,Unknown,5,Contract,SC,6,160.31,0,1,3.45,Check-Out,0,2025-12-02,961.88,2025,12,December,2.0,160.31333333333333,2025,False,False,False,False,True,False
HTL010152,Resort Hotel,Maldives,2024-10-03,2025-03-14,162,1,1,3,0.0,0,AUS,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,56.0,Unknown,0,Transient,BB,2,136.59,1,3,5.0,Canceled,1,2025-03-14,273.19,2025,3,March,3.0,136.595,2024,False,False,False,False,False,True
HTL002317,Resort Hotel,Goa,2024-04-13,2024-05-22,39,3,0,2,0.0,0,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,4.0,Unknown,0,Contract,FB,3,140.45,0,1,3.16,Check-Out,0,2024-05-22,421.36,2024,5,May,2.0,140.45333333333335,2024,False,False,False,False,False,False
HTL007446,City Hotel,Amsterdam,2024-11-16,2025-04-12,147,1,1,2,1.0,1,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,53.0,Unknown,0,Contract,HB,2,118.1,0,1,4.0,Canceled,1,2025-04-12,236.2,2025,4,April,4.0,118.1,2024,False,False,False,False,False,False
HTL000676,City Hotel,Amsterdam,2025-04-05,2026-03-20,349,2,0,2,0.0,0,CHE,Corporate,Corporate,0,0,0,A,A,0,Non Refund,121.0,1047.0,0,Transient,BB,2,62.13,0,1,3.68,Canceled,1,2026-03-20,124.25,2026,3,March,2.0,62.125,2025,False,False,False,False,False,False
HTL015294,City Hotel,Barcelona,2025-01-21,2025-10-21,273,0,1,2,0.0,0,DEU,Corporate,Corporate,0,0,0,D,D,1,No Deposit,109.0,1042.0,0,Transient-Party,FB,1,107.64,0,0,3.3,Canceled,1,2025-10-21,107.64,2025,10,October,2.0,107.64,2025,False,False,False,False,False,False
HTL014613,Resort Hotel,Maldives,2025-08-29,2026-04-11,225,2,0,2,0.0,0,NOR,Direct,Direct,0,0,0,D,D,0,No Deposit,153.0,Unknown,0,Transient,FB,2,161.05,0,1,3.99,Canceled,1,2026-04-13,322.1,2026,4,April,2.0,161.05,2025,False,False,False,False,False,False
HTL006440,City Hotel,London,2025-08-26,2026-03-16,202,0,3,1,0.0,0,NLD,Direct,Direct,1,0,9,G,G,0,No Deposit,49.0,Unknown,0,Contract,HB,3,136.15,0,1,3.83,Canceled,1,2026-03-18,408.45,2026,3,March,1.0,136.15,2025,False,False,False,False,False,False
HTL010271,City Hotel,Barcelona,2025-12-14,2026-06-17,185,0,2,1,0.0,0,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,157.0,Unknown,0,Group,FB,2,91.33,1,0,3.05,Canceled,1,2026-06-18,182.65,2026,6,June,1.0,91.325,2025,False,False,False,False,False,False
HTL012369,City Hotel,Lisbon,2024-08-07,2025-01-09,155,0,8,2,0.0,0,FRA,Groups,Direct,0,0,0,A,A,0,Non Refund,91.0,Unknown,0,Group,SC,8,87.15,0,1,4.2,Check-Out,0,2025-01-09,697.2,2025,1,January,2.0,87.15,2024,False,False,False,False,False,False
HTL020032,City Hotel,Lisbon,2024-02-26,2024-11-27,275,2,0,2,1.0,0,SAU,Direct,Direct,0,0,0,G,G,0,Non Refund,115.0,Unknown,5,Transient-Party,SC,2,167.1,0,1,3.69,Canceled,1,2024-11-29,334.19,2024,11,November,3.0,167.095,2024,False,False,False,False,True,False
HTL006817,City Hotel,Barcelona,2024-10-01,2024-12-17,77,3,1,1,0.0,0,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,103.0,Unknown,30,Group,FB,4,128.86,0,1,3.37,Check-Out,0,2024-12-17,515.45,2024,12,December,1.0,128.8625,2024,False,False,False,False,True,False
HTL008576,City Hotel,Lisbon,2024-02-23,2024-08-06,165,2,4,3,0.0,0,USA,Corporate,Corporate,1,0,3,D,D,0,Non Refund,89.0,1073.0,0,Contract,SC,6,127.06,0,1,4.06,Canceled,1,2024-08-09,762.34,2024,8,August,3.0,127.05666666666667,2024,False,False,False,False,False,False
